transaction_id,customer_id,account_id,date,amount,transaction_type,category,merchant,payment_method,location
T00002413,C100011,A200014,2026-02-27,164.46,Debit,Fuel,Indian Oil,Cash,Ahmedabad
T00002414,C100011,A200014,2026-02-12,804.34,Debit,Transfer,P2P Transfer,Cash,Ahmedabad
T00002415,C100011,A200014,2026-07-21,295.16,Debit,Education,Udemy,UPI,Ahmedabad
T00002416,C100011,A200014,2026-05-19,364.89,Debit,Travel,IndiGo,Net Banking,Ahmedabad
T00002417,C100011,A200014,2026-03-26,91.71,Debit,Entertainment,Netflix,Debit Card,Ahmedabad
T00002418,C100011,A200014,2026-06-21,792.43,Debit,Travel,IndiGo,Cash,Ahmedabad
T00002419,C100011,A200014,2026-04-11,224.89,Debit,Food,Zomato,Debit Card,Ahmedabad
T00002420,C100011,A200014,2026-04-29,854.32,Debit,Shopping,Amazon,Credit Card,Ahmedabad
T00002421,C100011,A200014,2026-05-02,1282.49,Debit,Fuel,HP Petrol Pump,Debit Card,Ahmedabad
T00002422,C100011,A200014,2026-07-26,65.91,Debit,Education,Udemy,Credit Card,Ahmedabad
T00002423,C100011,A200014,2026-05-02,343.12,Debit,Fuel,HP Petrol Pump,UPI,Ahmedabad
T00002424,C100011,A200014,2026-03-14,890.4,Debit,Entertainment,Netflix,Net Banking,Ahmedabad
T00002425,C100011,A200014,2026-07-10,79.95,Debit,Entertainment,Spotify,Debit Card,Ahmedabad
T00002426,C100011,A200014,2026-02-27,39.57,Debit,Education,Coursera,Credit Card,Ahmedabad
T00002427,C100011,A200014,2026-03-29,838.62,Debit,Travel,IRCTC,Debit Card,Ahmedabad
T00002428,C100011,A200014,2026-04-27,471.1,Debit,Food,Local Restaurant,Debit Card,Ahmedabad
T00002429,C100011,A200014,2026-06-11,394.53,Debit,Education,Coursera,Net Banking,Ahmedabad
T00002430,C100011,A200014,2026-05-23,781.13,Debit,Transfer,P2P Transfer,NEFT,Ahmedabad
T00002431,C100011,A200014,2026-02-17,746.8,Debit,Education,Udemy,NEFT,Ahmedabad
T00002432,C100011,A200014,2026-04-03,2106.05,Debit,Travel,Uber,Credit Card,Ahmedabad
T00002433,C100011,A200014,2026-06-03,374.85,Debit,Fuel,Indian Oil,Cash,Ahmedabad
T00002434,C100011,A200014,2026-03-29,442.3,Debit,Entertainment,BookMyShow,Debit Card,Ahmedabad
T00002435,C100011,A200014,2026-05-15,371.2,Debit,Healthcare,Apollo Pharmacy,Debit Card,Ahmedabad
T00002436,C100011,A200014,2026-05-25,610.94,Debit,Entertainment,Netflix,NEFT,Ahmedabad
T00002437,C100011,A200014,2026-04-22,92.74,Debit,Fuel,Indian Oil,Debit Card,Ahmedabad
T00002438,C100011,A200014,2026-05-09,657.02,Debit,Healthcare,Local Clinic,UPI,Ahmedabad
T00002439,C100011,A200014,2026-07-01,109.17,Debit,Bills,Electricity Board,Cash,Ahmedabad
T00002440,C100011,A200014,2026-06-15,20.0,Debit,Healthcare,Local Clinic,Cash,Ahmedabad
T00002441,C100011,A200014,2026-07-29,21.13,Debit,Fuel,HP Petrol Pump,UPI,Ahmedabad
T00002442,C100011,A200014,2026-04-28,1185.43,Debit,Fuel,Indian Oil,Debit Card,Ahmedabad
T00002443,C100011,A200014,2026-05-24,342.23,Debit,Transfer,P2P Transfer,NEFT,Ahmedabad
T00002444,C100011,A200014,2026-06-15,2355.4,Debit,Fuel,Indian Oil,Net Banking,Ahmedabad
T00002445,C100011,A200014,2026-04-14,20.0,Debit,Transfer,P2P Transfer,Net Banking,Ahmedabad
T00002446,C100011,A200014,2026-03-04,549.01,Debit,Transfer,P2P Transfer,Cash,Ahmedabad
T00002447,C100011,A200014,2026-03-07,1371.15,Debit,Fuel,Indian Oil,NEFT,Ahmedabad
T00002448,C100011,A200014,2026-02-23,1051.04,Debit,Entertainment,Netflix,Debit Card,Ahmedabad
T00002449,C100011,A200014,2026-07-20,20.0,Debit,Education,Udemy,Debit Card,Ahmedabad
T00002450,C100011,A200014,2026-03-08,61.94,Debit,Transfer,P2P Transfer,Debit Card,Ahmedabad
T00002451,C100011,A200014,2026-05-17,81.79,Debit,Fuel,HP Petrol Pump,Cash,Ahmedabad
T00002452,C100011,A200014,2026-06-15,1164.5,Debit,Fuel,Indian Oil,Credit Card,Ahmedabad
T00002453,C100011,A200014,2026-02-03,590.81,Debit,Fuel,Indian Oil,Credit Card,Ahmedabad
T00002454,C100011,A200014,2026-05-13,890.39,Debit,Investment,SIP Auto-debit,NEFT,Ahmedabad
T00002455,C100011,A200014,2026-02-07,210.16,Debit,Healthcare,Local Clinic,Cash,Ahmedabad
T00002456,C100011,A200014,2026-05-22,489.42,Debit,Education,Udemy,NEFT,Ahmedabad
T00002457,C100011,A200014,2026-03-31,610.15,Debit,Healthcare,Local Clinic,UPI,Ahmedabad
T00002458,C100011,A200014,2026-06-30,3403.81,Debit,Entertainment,Netflix,UPI,Ahmedabad
T00002459,C100011,A200014,2026-07-22,542.22,Debit,Healthcare,1mg,Net Banking,Ahmedabad
T00002460,C100011,A200014,2026-06-15,855.08,Debit,Bills,Water Dept,UPI,Ahmedabad
T00002461,C100011,A200014,2026-06-15,189.97,Debit,Transfer,P2P Transfer,Cash,Ahmedabad
T00002462,C100011,A200014,2026-02-14,106.63,Debit,ATM,ATM Withdrawal,Cash,Ahmedabad
T00002463,C100011,A200014,2026-02-23,868.41,Debit,Investment,Zerodha,Net Banking,Ahmedabad
T00002464,C100011,A200014,2026-04-14,36.79,Debit,Fuel,HP Petrol Pump,Credit Card,Ahmedabad
T00002465,C100011,A200014,2026-02-17,70.78,Debit,Fuel,HP Petrol Pump,Debit Card,Ahmedabad
T00002466,C100011,A200014,2026-04-03,149.84,Debit,Fuel,Indian Oil,Cash,Ahmedabad
T00002467,C100011,A200014,2026-02-28,1510.51,Debit,Investment,SIP Auto-debit,Credit Card,Ahmedabad
T00002468,C100011,A200014,2026-03-23,1092.77,Debit,Shopping,Flipkart,Net Banking,Ahmedabad
T00002469,C100011,A200014,2026-02-16,248.94,Debit,Education,Udemy,Cash,Ahmedabad
T00002470,C100011,A200014,2026-04-03,560.55,Debit,Education,Coursera,Debit Card,Ahmedabad
T00002471,C100011,A200014,2026-03-30,2321.83,Debit,Food,Swiggy,UPI,Ahmedabad
T00002472,C100011,A200014,2026-04-05,640.86,Debit,Food,Cafe Coffee Day,Credit Card,Ahmedabad
T00002473,C100011,A200014,2026-05-26,928.01,Debit,Fuel,HP Petrol Pump,Credit Card,Ahmedabad
T00002474,C100011,A200014,2026-04-02,652.49,Debit,Fuel,Indian Oil,Cash,Ahmedabad
T00002475,C100011,A200014,2026-04-05,550.46,Debit,Transfer,P2P Transfer,Net Banking,Ahmedabad
T00002476,C100011,A200014,2026-07-26,861.54,Debit,Travel,Ola,UPI,Ahmedabad
T00002477,C100011,A200014,2026-03-23,20.0,Debit,ATM,ATM Withdrawal,Credit Card,Ahmedabad
T00002478,C100011,A200014,2026-03-09,206.21,Debit,Transfer,P2P Transfer,NEFT,Ahmedabad
T00002479,C100011,A200014,2026-07-30,851.57,Debit,ATM,ATM Withdrawal,NEFT,Ahmedabad
T00002480,C100011,A200014,2026-04-20,668.68,Debit,Rent,Landlord Transfer,Debit Card,Ahmedabad
T00002481,C100011,A200014,2026-05-05,521.55,Debit,Healthcare,1mg,Credit Card,Ahmedabad
T00002482,C100011,A200014,2026-07-04,20.0,Debit,Transfer,P2P Transfer,Credit Card,Ahmedabad
T00002483,C100011,A200014,2026-02-03,457.12,Debit,Entertainment,PVR,UPI,Ahmedabad
T00002484,C100011,A200014,2026-03-12,305.12,Debit,Fuel,Indian Oil,Debit Card,Ahmedabad
T00002485,C100011,A200014,2026-05-11,61.66,Debit,Healthcare,Local Clinic,Debit Card,Ahmedabad
T00002486,C100011,A200014,2026-03-14,917.96,Debit,Transfer,P2P Transfer,Net Banking,Ahmedabad
T00002487,C100011,A200014,2026-02-14,1319.46,Debit,Food,Local Restaurant,Debit Card,Ahmedabad
T00002488,C100011,A200014,2026-02-28,1518.93,Debit,Food,Zomato,Net Banking,Ahmedabad
T00002489,C100011,A200014,2026-04-19,1106.85,Debit,Healthcare,1mg,Net Banking,Ahmedabad
T00002490,C100011,A200014,2026-08-01,78.95,Debit,Healthcare,Local Clinic,Debit Card,Ahmedabad
T00002491,C100011,A200014,2026-08-01,27213.32,Credit,Salary,Employer,NEFT,Ahmedabad
T00002492,C100011,A200014,2026-07-01,27353.17,Credit,Salary,Employer,NEFT,Ahmedabad
T00002493,C100011,A200014,2026-05-31,27333.2,Credit,Salary,Employer,NEFT,Ahmedabad
T00002494,C100011,A200014,2026-05-03,26693.98,Credit,Salary,Employer,NEFT,Ahmedabad
T00002495,C100011,A200014,2026-04-01,26249.55,Credit,Salary,Employer,NEFT,Ahmedabad
T00002496,C100011,A200014,2026-03-03,26312.06,Credit,Salary,Employer,NEFT,Ahmedabad
T00002497,C100012,A200015,2026-07-17,265.86,Debit,Travel,MakeMyTrip,Credit Card,Surat
T00002498,C100012,A200015,2026-04-23,5589.32,Debit,Other,Misc Merchant,Cash,Surat
T00002499,C100012,A200015,2026-03-01,2514.94,Debit,Entertainment,Spotify,Debit Card,Surat
T00002500,C100012,A200015,2026-03-09,496.18,Debit,ATM,ATM Withdrawal,Net Banking,Surat
T00002501,C100012,A200015,2026-02-17,28.9,Debit,Investment,Groww,Debit Card,Surat
T00002502,C100012,A200015,2026-06-08,155.65,Debit,Other,Misc Merchant,Net Banking,Surat
T00002503,C100012,A200015,2026-07-23,670.21,Debit,Rent,Landlord Transfer,Net Banking,Surat
T00002504,C100012,A200015,2026-06-05,2052.01,Debit,Rent,Landlord Transfer,Net Banking,Surat
T00002505,C100012,A200015,2026-05-21,2440.07,Debit,Rent,Landlord Transfer,Credit Card,Surat
T00002506,C100012,A200015,2026-07-25,2749.28,Debit,Investment,Groww,Net Banking,Surat
T00002507,C100012,A200015,2026-03-15,1340.68,Debit,Healthcare,Local Clinic,NEFT,Surat
T00002508,C100012,A200015,2026-07-11,381.81,Debit,Food,Zomato,NEFT,Surat
T00002509,C100012,A200015,2026-03-08,1608.46,Debit,Entertainment,Spotify,NEFT,Surat
T00002510,C100012,A200015,2026-03-30,657.46,Debit,Rent,Landlord Transfer,UPI,Surat
T00002511,C100012,A200015,2026-03-04,2196.78,Debit,Education,Coursera,UPI,Surat
T00002512,C100012,A200015,2026-05-16,25.68,Debit,Food,Local Restaurant,Cash,Surat
T00002513,C100012,A200015,2026-07-30,1184.09,Debit,Other,Misc Merchant,Net Banking,Surat
T00002514,C100012,A200015,2026-02-06,1825.12,Debit,Investment,Groww,NEFT,Surat
T00002515,C100012,A200015,2026-04-22,1196.92,Debit,Rent,Landlord Transfer,NEFT,Surat
T00002516,C100012,A200015,2026-05-26,778.39,Debit,Other,Misc Merchant,UPI,Surat
T00002517,C100012,A200015,2026-07-19,79.76,Debit,Investment,Groww,Cash,Surat
T00002518,C100012,A200015,2026-06-26,1164.65,Debit,Entertainment,Spotify,Credit Card,Surat
T00002519,C100012,A200015,2026-03-13,833.82,Debit,Food,Swiggy,Debit Card,Surat
T00002520,C100012,A200015,2026-07-21,324.03,Debit,ATM,ATM Withdrawal,Net Banking,Surat
T00002521,C100012,A200015,2026-04-15,1325.58,Debit,Healthcare,Local Clinic,NEFT,Surat
T00002522,C100012,A200015,2026-03-16,270.8,Debit,Other,Misc Merchant,Cash,Surat
T00002523,C100012,A200015,2026-02-14,2447.28,Debit,Other,Misc Merchant,Net Banking,Surat
T00002524,C100012,A200015,2026-04-20,1088.34,Debit,Food,Local Restaurant,UPI,Surat
T00002525,C100012,A200015,2026-03-19,513.35,Debit,Healthcare,Local Clinic,Cash,Surat
T00002526,C100012,A200015,2026-04-21,420.34,Debit,Rent,Landlord Transfer,Debit Card,Surat
T00002527,C100012,A200015,2026-05-29,693.9,Debit,Other,Misc Merchant,Net Banking,Surat
T00002528,C100012,A200015,2026-03-08,368.27,Debit,Healthcare,Apollo Pharmacy,UPI,Surat
T00002529,C100012,A200015,2026-07-04,60.78,Debit,Healthcare,Local Clinic,Cash,Surat
T00002530,C100012,A200015,2026-05-02,1779.04,Debit,Investment,Zerodha,UPI,Surat
T00002531,C100012,A200015,2026-06-06,2583.46,Debit,Investment,Groww,Net Banking,Surat
T00002532,C100012,A200015,2026-07-11,1492.48,Debit,Investment,Groww,Net Banking,Surat
T00002533,C100012,A200015,2026-04-18,1104.37,Debit,Food,Zomato,Debit Card,Surat
T00002534,C100012,A200015,2026-03-11,420.39,Debit,Investment,Groww,Debit Card,Surat
T00002535,C100012,A200015,2026-06-22,322.31,Debit,Transfer,P2P Transfer,UPI,Surat
T00002536,C100012,A200015,2026-02-28,400.67,Debit,ATM,ATM Withdrawal,Debit Card,Surat
T00002537,C100012,A200015,2026-02-13,20.75,Debit,Rent,Landlord Transfer,Debit Card,Surat
T00002538,C100012,A200015,2026-06-26,29.73,Debit,Food,Cafe Coffee Day,Debit Card,Surat
T00002539,C100012,A200015,2026-03-10,1236.72,Debit,Education,Coursera,UPI,Surat
T00002540,C100012,A200015,2026-04-19,4247.29,Debit,ATM,ATM Withdrawal,Cash,Surat
T00002541,C100012,A200015,2026-06-29,898.48,Debit,ATM,ATM Withdrawal,Cash,Surat
T00002542,C100012,A200015,2026-04-16,860.03,Debit,Investment,Groww,Debit Card,Surat
T00002543,C100012,A200015,2026-04-20,886.9,Debit,Food,Zomato,NEFT,Surat
T00002544,C100012,A200015,2026-06-12,199.92,Debit,ATM,ATM Withdrawal,Credit Card,Surat
T00002545,C100012,A200015,2026-02-03,373.95,Debit,Rent,Landlord Transfer,Net Banking,Surat
T00002546,C100012,A200015,2026-03-20,655.37,Debit,ATM,ATM Withdrawal,Credit Card,Surat
T00002547,C100012,A200015,2026-05-30,5449.16,Debit,Education,College Fee,Debit Card,Surat
T00002548,C100012,A200015,2026-06-15,2472.35,Debit,ATM,ATM Withdrawal,Cash,Surat
T00002549,C100012,A200015,2026-02-15,2525.34,Debit,Investment,Groww,UPI,Surat
T00002550,C100012,A200015,2026-06-04,478.55,Debit,Other,Misc Merchant,Credit Card,Surat
T00002551,C100012,A200015,2026-02-09,20.0,Debit,ATM,ATM Withdrawal,UPI,Surat
T00002552,C100012,A200015,2026-06-23,159.05,Debit,Healthcare,Apollo Pharmacy,NEFT,Surat
T00002553,C100012,A200015,2026-05-04,448.9,Debit,Investment,Groww,Credit Card,Surat
T00002554,C100012,A200015,2026-05-03,2815.12,Debit,Other,Misc Merchant,Debit Card,Surat
T00002555,C100012,A200015,2026-06-21,85.54,Debit,Investment,SIP Auto-debit,UPI,Surat
T00002556,C100012,A200015,2026-02-19,1636.56,Debit,Rent,Landlord Transfer,Net Banking,Surat
T00002557,C100012,A200015,2026-04-30,279.02,Debit,Food,Zomato,NEFT,Surat
T00002558,C100012,A200015,2026-02-26,1012.78,Debit,Other,Misc Merchant,Cash,Surat
T00002559,C100012,A200015,2026-02-16,1755.2,Debit,Healthcare,Local Clinic,Cash,Surat
T00002560,C100012,A200015,2026-06-07,996.01,Debit,Healthcare,Apollo Pharmacy,Net Banking,Surat
T00002561,C100012,A200015,2026-05-05,278.53,Debit,Investment,Groww,Credit Card,Surat
T00002562,C100012,A200015,2026-03-14,605.05,Debit,Investment,SIP Auto-debit,NEFT,Surat
T00002563,C100012,A200015,2026-07-17,20.0,Debit,Entertainment,PVR,Debit Card,Surat
T00002564,C100012,A200015,2026-07-09,810.15,Debit,Other,Misc Merchant,Net Banking,Surat
T00002565,C100012,A200015,2026-06-30,2086.61,Debit,Other,Misc Merchant,UPI,Surat
T00002566,C100012,A200015,2026-05-23,1212.17,Debit,Rent,Landlord Transfer,NEFT,Surat
T00002567,C100012,A200015,2026-02-04,47.48,Debit,Other,Misc Merchant,Net Banking,Surat
T00002568,C100012,A200015,2026-03-03,61.43,Debit,Other,Misc Merchant,Net Banking,Surat
T00002569,C100012,A200015,2026-02-18,2121.66,Debit,Other,Misc Merchant,NEFT,Surat
T00002570,C100012,A200015,2026-05-07,830.43,Debit,Healthcare,1mg,Debit Card,Surat
T00002571,C100012,A200015,2026-05-16,6014.99,Debit,Investment,SIP Auto-debit,NEFT,Surat
T00002572,C100012,A200015,2026-07-22,323.53,Debit,Rent,Landlord Transfer,NEFT,Surat
T00002573,C100012,A200015,2026-02-21,1019.53,Debit,Investment,Zerodha,Net Banking,Surat
T00002574,C100012,A200015,2026-04-14,663.2,Debit,Rent,Landlord Transfer,UPI,Surat
T00002575,C100012,A200015,2026-07-05,2596.99,Debit,Food,Cafe Coffee Day,Cash,Surat
T00002576,C100012,A200015,2026-06-28,1792.61,Debit,Other,Misc Merchant,UPI,Surat
T00002577,C100012,A200015,2026-02-12,2199.41,Debit,ATM,ATM Withdrawal,Debit Card,Surat
T00002578,C100012,A200015,2026-02-04,62.11,Debit,Education,Udemy,UPI,Surat
T00002579,C100012,A200015,2026-03-13,127.01,Debit,Other,Misc Merchant,Credit Card,Surat
T00002580,C100012,A200015,2026-06-08,1747.57,Debit,Rent,Landlord Transfer,Net Banking,Surat
T00002581,C100012,A200015,2026-05-05,674.02,Debit,Investment,SIP Auto-debit,Net Banking,Surat
T00002582,C100012,A200015,2026-05-27,525.03,Debit,Investment,Groww,Net Banking,Surat
T00002583,C100012,A200015,2026-03-26,2911.76,Debit,Healthcare,Local Clinic,Net Banking,Surat
T00002584,C100012,A200015,2026-05-11,1198.87,Debit,Investment,Zerodha,Debit Card,Surat
T00002585,C100012,A200015,2026-05-27,5532.3,Debit,ATM,ATM Withdrawal,Cash,Surat
T00002586,C100012,A200015,2026-04-16,112.68,Debit,ATM,ATM Withdrawal,NEFT,Surat
T00002587,C100012,A200015,2026-05-24,386.88,Debit,ATM,ATM Withdrawal,Debit Card,Surat
T00002588,C100012,A200015,2026-03-09,547.68,Debit,Rent,Landlord Transfer,UPI,Surat
T00002589,C100012,A200015,2026-07-03,2646.79,Debit,Travel,Uber,Debit Card,Surat
T00002590,C100012,A200015,2026-04-25,1066.5,Debit,Other,Misc Merchant,Credit Card,Surat
T00002591,C100012,A200015,2026-07-02,5613.23,Debit,Rent,Landlord Transfer,UPI,Surat
T00002592,C100012,A200015,2026-06-06,174.34,Debit,ATM,ATM Withdrawal,NEFT,Surat
T00002593,C100012,A200015,2026-05-02,401.25,Debit,Healthcare,Local Clinic,Debit Card,Surat
T00002594,C100012,A200015,2026-05-30,899.9,Debit,Other,Misc Merchant,NEFT,Surat
T00002595,C100012,A200015,2026-07-14,735.5,Debit,Food,Swiggy,Debit Card,Surat
T00002596,C100012,A200015,2026-02-20,2221.72,Debit,Travel,IRCTC,Credit Card,Surat
T00002597,C100012,A200015,2026-03-30,266.21,Debit,Other,Misc Merchant,NEFT,Surat
T00002598,C100012,A200015,2026-03-20,243.33,Debit,Travel,MakeMyTrip,Debit Card,Surat
T00002599,C100012,A200015,2026-04-26,3452.85,Debit,Healthcare,1mg,Cash,Surat
T00002600,C100012,A200015,2026-05-26,1699.86,Debit,Food,Cafe Coffee Day,Debit Card,Surat
T00002601,C100012,A200015,2026-03-17,779.27,Debit,Education,Coursera,UPI,Surat
T00002602,C100012,A200015,2026-06-18,20.0,Debit,Investment,Groww,Debit Card,Surat
T00002603,C100012,A200015,2026-03-14,3418.17,Debit,Food,Cafe Coffee Day,UPI,Surat
T00002604,C100012,A200015,2026-07-31,449.99,Debit,Other,Misc Merchant,NEFT,Surat
T00002605,C100012,A200015,2026-04-17,23.63,Debit,Food,Cafe Coffee Day,Debit Card,Surat
T00002606,C100012,A200015,2026-02-18,1938.31,Debit,Investment,Zerodha,Credit Card,Surat
T00002607,C100012,A200015,2026-04-07,183.28,Debit,Other,Misc Merchant,Cash,Surat
T00002608,C100012,A200015,2026-06-01,571.11,Debit,ATM,ATM Withdrawal,Cash,Surat
T00002609,C100012,A200015,2026-05-21,1754.23,Debit,Healthcare,1mg,NEFT,Surat
T00002610,C100012,A200015,2026-05-06,1176.62,Debit,Rent,Landlord Transfer,Credit Card,Surat
T00002611,C100012,A200015,2026-06-22,144.07,Debit,Investment,SIP Auto-debit,NEFT,Surat
T00002612,C100012,A200015,2026-04-30,942.39,Debit,ATM,ATM Withdrawal,Net Banking,Surat
T00002613,C100012,A200015,2026-02-14,6850.31,Debit,Healthcare,Local Clinic,Cash,Surat
T00002614,C100012,A200015,2026-03-09,850.83,Debit,Investment,SIP Auto-debit,Cash,Surat
T00002615,C100012,A200015,2026-04-04,399.69,Debit,Food,Swiggy,UPI,Surat
T00002616,C100012,A200015,2026-04-26,1553.5,Debit,ATM,ATM Withdrawal,UPI,Surat
T00002617,C100012,A200015,2026-05-05,1300.86,Debit,Food,Cafe Coffee Day,Credit Card,Surat
T00002618,C100012,A200015,2026-06-02,359.23,Debit,ATM,ATM Withdrawal,Cash,Surat
T00002619,C100012,A200015,2026-06-24,3563.99,Debit,Investment,SIP Auto-debit,Debit Card,Surat
T00002620,C100012,A200015,2026-06-04,995.38,Debit,Rent,Landlord Transfer,Net Banking,Surat
T00002621,C100012,A200015,2026-07-01,648.89,Debit,Investment,SIP Auto-debit,Credit Card,Surat
T00002622,C100012,A200015,2026-04-24,459.96,Debit,Investment,Groww,NEFT,Surat
T00002623,C100012,A200015,2026-03-02,341.19,Debit,Healthcare,1mg,Credit Card,Surat
T00002624,C100012,A200015,2026-04-08,1456.07,Debit,ATM,ATM Withdrawal,Debit Card,Surat
T00002625,C100012,A200015,2026-02-15,2698.96,Debit,Food,Zomato,Debit Card,Surat
T00002626,C100012,A200015,2026-05-12,962.48,Debit,Other,Misc Merchant,Net Banking,Surat
T00002627,C100012,A200015,2026-06-11,1577.31,Debit,Rent,Landlord Transfer,Cash,Surat
T00002628,C100012,A200015,2026-06-17,5703.98,Debit,Rent,Landlord Transfer,Debit Card,Surat
T00002629,C100012,A200015,2026-02-09,256.95,Debit,Other,Misc Merchant,Cash,Surat
T00002630,C100012,A200015,2026-06-07,160.62,Debit,Other,Misc Merchant,Debit Card,Surat
T00002631,C100012,A200015,2026-05-13,1959.02,Debit,Food,Swiggy,Cash,Surat
T00002632,C100012,A200015,2026-07-03,846.81,Debit,Investment,SIP Auto-debit,Cash,Surat
T00002633,C100012,A200015,2026-05-24,120.61,Debit,Investment,SIP Auto-debit,Net Banking,Surat
T00002634,C100012,A200015,2026-04-14,173.84,Debit,Other,Misc Merchant,NEFT,Surat
T00002635,C100012,A200015,2026-05-07,1388.24,Debit,Food,Zomato,Net Banking,Surat
T00002636,C100012,A200015,2026-03-10,2890.55,Debit,ATM,ATM Withdrawal,Debit Card,Surat
T00002637,C100012,A200015,2026-06-18,567.06,Debit,Other,Misc Merchant,Cash,Surat
T00002638,C100012,A200015,2026-06-10,1689.5,Debit,Rent,Landlord Transfer,Cash,Surat
T00002639,C100012,A200015,2026-05-28,2137.53,Debit,Education,College Fee,Net Banking,Surat
T00002640,C100012,A200015,2026-05-08,1785.0,Debit,Fuel,HP Petrol Pump,Net Banking,Surat
T00002641,C100012,A200015,2026-02-14,3695.19,Debit,Entertainment,Spotify,Cash,Surat
T00002642,C100012,A200015,2026-02-27,797.9,Debit,Healthcare,Apollo Pharmacy,Net Banking,Surat
T00002643,C100012,A200015,2026-06-27,1214.09,Debit,Other,Misc Merchant,NEFT,Surat
T00002644,C100012,A200015,2026-07-15,1823.01,Debit,Investment,Zerodha,Debit Card,Surat
T00002645,C100012,A200015,2026-07-26,2732.91,Debit,Entertainment,Netflix,Cash,Surat
T00002646,C100012,A200015,2026-07-30,440.36,Debit,Investment,Zerodha,Net Banking,Surat
T00002647,C100012,A200015,2026-07-17,1604.08,Debit,Healthcare,Local Clinic,Cash,Surat
T00002648,C100012,A200015,2026-02-23,903.51,Debit,Investment,SIP Auto-debit,NEFT,Surat
T00002649,C100012,A200015,2026-04-14,343.2,Debit,Other,Misc Merchant,Net Banking,Surat
T00002650,C100012,A200015,2026-05-15,1253.45,Debit,Other,Misc Merchant,Credit Card,Surat
T00002651,C100012,A200015,2026-07-12,42.35,Debit,Healthcare,Apollo Pharmacy,Credit Card,Surat
T00002652,C100012,A200015,2026-04-20,364.85,Debit,Entertainment,PVR,Net Banking,Surat
T00002653,C100012,A200015,2026-03-02,20.0,Debit,Investment,Zerodha,Credit Card,Surat
T00002654,C100012,A200015,2026-02-11,751.64,Debit,Investment,SIP Auto-debit,Net Banking,Surat
T00002655,C100012,A200015,2026-04-27,4049.38,Debit,Healthcare,1mg,Debit Card,Surat
T00002656,C100012,A200015,2026-06-08,1011.52,Debit,Investment,SIP Auto-debit,Debit Card,Surat
T00002657,C100012,A200015,2026-07-11,447.85,Debit,Healthcare,1mg,Cash,Surat
T00002658,C100012,A200015,2026-06-30,167.77,Debit,Rent,Landlord Transfer,Net Banking,Surat
T00002659,C100012,A200015,2026-06-13,340.05,Debit,ATM,ATM Withdrawal,Credit Card,Surat
T00002660,C100012,A200015,2026-07-19,891.96,Debit,Entertainment,PVR,NEFT,Surat
T00002661,C100012,A200015,2026-07-20,507.61,Debit,Rent,Landlord Transfer,NEFT,Surat
T00002662,C100012,A200015,2026-03-07,4037.46,Debit,Other,Misc Merchant,NEFT,Surat
T00002663,C100012,A200015,2026-07-17,971.83,Debit,Healthcare,Apollo Pharmacy,NEFT,Surat
T00002664,C100012,A200015,2026-07-21,345.76,Debit,Other,Misc Merchant,Debit Card,Surat
T00002665,C100012,A200015,2026-03-19,20.0,Debit,Rent,Landlord Transfer,UPI,Surat
T00002666,C100012,A200015,2026-04-26,524.69,Debit,ATM,ATM Withdrawal,Net Banking,Surat
T00002667,C100012,A200015,2026-03-30,70.23,Debit,Other,Misc Merchant,NEFT,Surat
T00002668,C100012,A200015,2026-02-20,1478.11,Debit,Other,Misc Merchant,Net Banking,Surat
T00002669,C100012,A200015,2026-05-30,798.22,Debit,Investment,Zerodha,Net Banking,Surat
T00002670,C100012,A200015,2026-04-03,1986.99,Debit,ATM,ATM Withdrawal,Credit Card,Surat
T00002671,C100012,A200015,2026-06-29,44.79,Debit,Food,Local Restaurant,Debit Card,Surat
T00002672,C100012,A200015,2026-03-06,2467.46,Debit,Other,Misc Merchant,Cash,Surat
T00002673,C100012,A200015,2026-05-24,684.09,Debit,Other,Misc Merchant,Cash,Surat
T00002674,C100012,A200015,2026-06-04,29.17,Debit,Rent,Landlord Transfer,NEFT,Surat
T00002675,C100012,A200015,2026-06-23,1367.03,Debit,Food,Zomato,Net Banking,Surat
T00002676,C100012,A200015,2026-06-22,2507.82,Debit,Investment,Groww,Net Banking,Surat
T00002677,C100012,A200015,2026-02-06,176.65,Debit,Food,Swiggy,UPI,Surat
T00002678,C100012,A200015,2026-03-30,1971.1,Debit,Other,Misc Merchant,Net Banking,Surat
T00002679,C100012,A200015,2026-02-24,1157.39,Debit,Education,College Fee,Debit Card,Surat
T00002680,C100012,A200015,2026-04-12,1380.78,Debit,Investment,Groww,Debit Card,Surat
T00002681,C100012,A200015,2026-06-02,480.58,Debit,Other,Misc Merchant,UPI,Surat
T00002682,C100012,A200015,2026-04-19,382.76,Debit,Other,Misc Merchant,Cash,Surat
T00002683,C100012,A200015,2026-02-13,74.76,Debit,Other,Misc Merchant,Credit Card,Surat
T00002684,C100012,A200015,2026-06-27,1462.19,Debit,Rent,Landlord Transfer,UPI,Surat
T00002685,C100012,A200015,2026-02-09,138.4,Debit,ATM,ATM Withdrawal,Net Banking,Surat
T00002686,C100012,A200015,2026-04-15,55.37,Debit,Food,Swiggy,Cash,Surat
T00002687,C100012,A200015,2026-05-25,644.26,Debit,Other,Misc Merchant,NEFT,Surat
T00002688,C100012,A200015,2026-05-20,2085.73,Debit,Food,Local Restaurant,Cash,Surat
T00002689,C100012,A200015,2026-03-17,3868.84,Debit,Investment,Zerodha,Debit Card,Surat
