loan_id,customer_id,loan_type,requested_amount,tenure_months,monthly_income,credit_score,existing_debt,employment_years,loan_status,default_probability_true,defaulted
L304539,C104539,Education Loan,1172069.91,24,71000,584,15012.29,26.4,Approved,0.1661,0
L301576,C101576,Personal Loan,128164.05,24,60600,621,4741.37,12.1,Approved,0.1483,0
L301321,C101321,Personal Loan,465455.4,24,64000,758,6577.54,7.9,Approved,0.0805,0
L307262,C107262,Education Loan,1579085.49,36,100200,799,28296.74,21.0,Pending,0.0737,0
L300988,C100988,Personal Loan,199715.56,180,37600,650,0.0,3.0,Approved,0.1259,0
L300309,C100309,Personal Loan,593581.24,120,45500,652,6669.11,2.7,Approved,0.2402,0
L301502,C101502,Home Loan,7846695.27,84,84500,523,0.0,6.3,Pending,0.2229,0
L305715,C105715,Home Loan,4868953.53,60,72000,613,8554.05,15.9,Pending,0.1912,0
L304852,C104852,Education Loan,131447.98,84,60900,715,3569.85,3.0,Approved,0.0825,1
L300646,C100646,Education Loan,1946997.16,84,65700,678,9076.49,12.6,Approved,0.1249,0
L307721,C107721,Business Loan,3246348.83,84,28700,776,1693.93,13.9,Pending,0.0654,0
L308985,C108985,Home Loan,7435700.68,12,28400,585,4020.54,17.0,Rejected,0.6298,1
L301341,C101341,Business Loan,1611563.65,120,11700,774,535.13,2.6,Pending,0.0471,0
L306595,C106595,Personal Loan,766455.03,12,45200,641,3274.26,14.3,Approved,0.1251,0
L307249,C107249,Education Loan,1569757.94,180,85700,743,8871.96,7.2,Approved,0.0731,0
L302487,C102487,Personal Loan,375785.01,120,52700,726,0.0,0.5,Approved,0.0929,0
L307144,C107144,Business Loan,2108993.13,120,83300,578,7488.7,8.6,Approved,0.2304,0
L305665,C105665,Business Loan,4768192.61,120,55700,777,2792.7,14.0,Approved,0.0433,0
L309671,C109671,Home Loan,1742853.66,60,77400,580,22876.38,14.9,Approved,0.2036,0
L300220,C100220,Home Loan,6529396.28,180,53800,787,0.0,3.8,Approved,0.0594,1
L306236,C106236,Personal Loan,531062.27,36,94200,642,3658.65,24.7,Approved,0.0951,0
L303503,C103503,Education Loan,940353.23,60,43400,879,7073.22,2.2,Approved,0.0297,0
L307636,C107636,Personal Loan,230430.88,12,63000,852,10569.32,3.4,Approved,0.0757,0
L302200,C102200,Business Loan,304497.05,180,33900,783,3985.44,5.2,Approved,0.0707,0
L302433,C102433,Personal Loan,295554.32,36,64100,819,18305.28,3.3,Pending,0.0918,1
L305590,C105590,Education Loan,499477.16,180,49600,637,2533.15,2.3,Approved,0.192,1
L304801,C104801,Business Loan,4929464.54,120,71400,627,5293.58,10.7,Pending,0.1299,1
L309540,C109540,Home Loan,4998932.49,12,38100,635,13431.0,0.5,Approved,0.5305,0
L300912,C100912,Vehicle Loan,329487.02,36,71800,696,1623.82,6.6,Approved,0.0827,0
L308069,C108069,Vehicle Loan,1194820.33,60,36500,637,6185.58,2.2,Approved,0.1789,0
L307036,C107036,Vehicle Loan,1074966.31,60,67300,627,4547.85,2.6,Approved,0.1762,0
L303953,C103953,Vehicle Loan,582582.19,12,41000,803,12420.48,6.4,Pending,0.1097,0
L301084,C101084,Personal Loan,112638.37,60,51600,693,1467.0,3.6,Pending,0.1096,0
L305729,C105729,Personal Loan,242621.93,24,14900,655,2571.64,10.7,Approved,0.1643,0
L305610,C105610,Vehicle Loan,827251.42,120,50300,746,8539.98,7.5,Approved,0.0975,0
L303762,C103762,Personal Loan,182353.71,12,29400,659,0.0,21.0,Pending,0.1276,0
L300910,C100910,Vehicle Loan,414612.57,12,27400,617,1989.13,18.0,Approved,0.213,0
L305576,C105576,Education Loan,1672507.53,36,73200,655,1132.9,6.1,Pending,0.193,0
L303165,C103165,Personal Loan,665816.31,60,59800,714,6105.45,11.0,Approved,0.0929,0
L301776,C101776,Home Loan,7066168.52,180,81500,865,17226.9,5.2,Approved,0.0575,0
L301683,C101683,Business Loan,805299.55,36,59800,763,4248.78,23.3,Approved,0.0383,0
L305922,C105922,Business Loan,900655.82,36,116900,717,11796.7,22.3,Pending,0.0626,0
L304981,C104981,Personal Loan,336062.13,24,96700,659,16957.74,29.0,Approved,0.1129,1
L304570,C104570,Personal Loan,788361.36,12,69000,653,6095.53,21.8,Pending,0.092,0
L307632,C107632,Business Loan,790572.0,12,42200,488,4282.35,25.0,Pending,0.1769,0
L309349,C109349,Personal Loan,786437.46,36,20900,823,3424.81,10.8,Pending,0.0617,0
L304675,C104675,Education Loan,870090.57,60,81500,625,8282.84,6.2,Pending,0.1934,0
L300064,C100064,Personal Loan,477190.99,12,15400,604,3968.04,4.3,Approved,0.3151,0
L309637,C109637,Personal Loan,661787.4,24,76800,824,12516.88,11.8,Approved,0.0438,0
L301387,C101387,Education Loan,128943.25,24,107700,786,13248.38,12.4,Approved,0.0734,0
L302726,C102726,Business Loan,4107201.19,24,68400,579,14611.43,1.8,Approved,0.3423,1
L306751,C106751,Personal Loan,103494.97,24,58200,644,12062.73,11.8,Pending,0.1553,0
L308819,C108819,Home Loan,6580344.1,60,45000,711,5692.97,2.5,Pending,0.1157,1
L307242,C107242,Business Loan,3635251.2,36,43500,519,9495.33,2.8,Approved,0.4696,0
L306360,C106360,Business Loan,3147742.04,36,56300,754,0.0,13.9,Approved,0.0668,0
L304674,C104674,Business Loan,4926714.05,36,83600,649,34755.28,12.5,Approved,0.2299,0
L301527,C101527,Education Loan,1973351.17,84,33400,667,3932.82,2.7,Approved,0.2276,0
L304479,C104479,Business Loan,1410818.97,84,61600,732,11337.88,10.0,Approved,0.0864,0
L302482,C102482,Vehicle Loan,802150.0,84,48700,571,10000.77,1.9,Approved,0.3407,1
L305334,C105334,Education Loan,140200.65,120,57800,846,8352.43,16.1,Approved,0.0498,0
L307080,C107080,Business Loan,464454.66,60,15100,714,3717.38,9.2,Approved,0.1258,0
L301975,C101975,Business Loan,3174313.4,12,17300,670,0.0,1.5,Approved,0.4531,0
L304910,C104910,Education Loan,757764.33,84,42000,702,3595.1,31.8,Pending,0.0426,0
L301760,C101760,Business Loan,2438101.22,36,46900,722,0.0,6.7,Pending,0.0674,0
L303370,C103370,Business Loan,3879331.3,36,86400,712,1295.12,37.9,Approved,0.0401,0
L300322,C100322,Vehicle Loan,135165.35,84,18800,669,2689.02,6.1,Approved,0.1527,0
L305258,C105258,Business Loan,975895.98,60,75600,761,7965.04,23.7,Pending,0.0294,0
L306773,C106773,Home Loan,7196150.15,36,80600,690,3085.96,8.0,Approved,0.1483,0
L304204,C104204,Home Loan,1831461.75,36,60800,808,16033.95,8.9,Approved,0.0996,0
L306294,C106294,Business Loan,357086.71,24,87200,572,18863.31,1.5,Pending,0.2826,0
L306994,C106994,Vehicle Loan,1217133.4,36,50600,635,9383.81,14.3,Approved,0.1484,0
L303974,C103974,Business Loan,1429899.98,180,55800,738,22263.13,2.2,Approved,0.1621,0
L304926,C104926,Vehicle Loan,668011.85,84,69400,496,7379.08,11.0,Approved,0.2661,0
L307782,C107782,Personal Loan,150674.32,180,73500,688,14975.76,11.7,Approved,0.1259,0
L304698,C104698,Personal Loan,628924.59,84,118000,662,21643.75,7.2,Approved,0.2378,0
L306652,C106652,Vehicle Loan,903311.99,36,77300,682,22655.6,31.4,Approved,0.1035,0
L304205,C104205,Education Loan,1260541.39,24,76300,677,25528.09,8.2,Pending,0.2178,0
L308937,C108937,Vehicle Loan,1081410.08,36,61500,718,11597.53,10.8,Pending,0.1068,0
L302727,C102727,Education Loan,644911.25,24,14500,537,3514.18,0.4,Approved,0.3647,1
L304629,C104629,Business Loan,3496595.35,84,161400,665,38716.04,6.7,Approved,0.2069,1
L303874,C103874,Vehicle Loan,1346950.09,12,98700,735,12857.49,6.0,Approved,0.1254,0
L306207,C106207,Home Loan,2607750.26,84,76600,601,6054.21,16.3,Approved,0.1667,0
L301286,C101286,Education Loan,1575629.85,180,63100,679,8962.54,18.2,Approved,0.0815,0
L300781,C100781,Home Loan,2708725.84,36,67900,687,13553.02,17.7,Approved,0.113,0
L301189,C101189,Personal Loan,448824.58,36,79500,674,3485.39,0.0,Approved,0.1323,1
L306003,C106003,Vehicle Loan,1165161.45,60,45500,609,0.0,6.3,Approved,0.0901,0
L302408,C102408,Business Loan,2841681.62,24,121000,759,30565.75,5.9,Approved,0.1367,0
L303030,C103030,Vehicle Loan,293861.21,36,94600,721,25596.79,18.9,Approved,0.1216,0
L309586,C109586,Home Loan,5892601.89,12,84600,582,17319.84,27.8,Approved,0.2568,0
L300761,C100761,Business Loan,2437757.86,12,22000,751,4930.37,5.3,Pending,0.262,0
L307344,C107344,Education Loan,1730400.56,12,64600,711,13126.12,15.8,Approved,0.106,0
L309568,C109568,Education Loan,875213.26,12,66900,813,21333.38,4.5,Approved,0.1169,0
L308413,C108413,Business Loan,3099741.59,120,54900,618,4710.34,3.4,Approved,0.2493,0
L302117,C102117,Vehicle Loan,300853.92,12,118300,629,52075.05,10.3,Approved,0.4047,1
L309350,C109350,Personal Loan,775849.67,60,14100,635,989.41,6.2,Pending,0.176,0
L309963,C109963,Personal Loan,304777.05,24,53900,650,9874.73,5.1,Approved,0.223,1
L304392,C104392,Business Loan,4360919.28,24,86500,601,15422.77,0.0,Approved,0.2227,0
L308025,C108025,Personal Loan,284176.74,120,64700,799,8642.36,29.6,Pending,0.0225,0
L307604,C107604,Home Loan,6439625.49,180,57400,685,11336.92,2.2,Pending,0.212,0
L303549,C103549,Education Loan,219539.71,84,116600,669,5078.98,22.4,Approved,0.0683,0
L300245,C100245,Home Loan,6985071.46,120,30500,598,3668.82,1.9,Pending,0.2458,0
L303401,C103401,Business Loan,1017673.02,24,83800,601,4274.68,31.9,Approved,0.0709,0
L300208,C100208,Home Loan,4665781.22,180,54100,801,0.0,8.3,Approved,0.0753,0
L309935,C109935,Business Loan,4102773.6,60,64400,617,14383.65,10.1,Approved,0.1963,0
L307824,C107824,Personal Loan,143388.61,60,46800,540,9705.01,21.3,Pending,0.1717,0
L307892,C107892,Education Loan,1478746.85,180,71000,815,1032.49,2.8,Approved,0.0673,0
L302154,C102154,Home Loan,2011356.86,60,42200,650,4144.62,14.5,Approved,0.1155,0
L307762,C107762,Education Loan,1226207.69,120,69100,799,11639.39,11.6,Approved,0.0447,0
L303694,C103694,Personal Loan,371438.24,24,78400,666,14740.56,10.3,Approved,0.0931,0
L305796,C105796,Education Loan,973517.45,120,60700,787,6128.86,13.6,Approved,0.046,0
L307215,C107215,Education Loan,1988949.61,12,75500,608,12437.03,6.5,Approved,0.2844,1
L306183,C106183,Home Loan,6001704.65,36,26400,636,6222.69,16.4,Pending,0.3228,0
L307006,C107006,Vehicle Loan,759063.96,120,75500,851,20589.57,19.0,Approved,0.0457,0
L300702,C100702,Business Loan,4793476.77,180,50200,631,5355.54,2.6,Approved,0.2266,0
L309066,C109066,Business Loan,2836918.97,36,58600,675,14313.85,9.6,Approved,0.1858,0
L309019,C109019,Home Loan,2758534.99,84,61000,617,7394.42,3.1,Approved,0.2266,0
L302821,C102821,Vehicle Loan,1287442.43,84,58100,621,1578.66,17.0,Approved,0.1109,0
L300529,C100529,Personal Loan,446049.19,120,70800,729,10403.78,25.9,Approved,0.0721,0
L309413,C109413,Education Loan,886567.44,60,65700,708,15631.85,1.3,Pending,0.1978,0
L306663,C106663,Business Loan,4665194.74,180,10300,567,1538.25,5.2,Approved,0.281,1
L308560,C108560,Home Loan,5138576.2,36,62400,668,12856.81,11.8,Approved,0.2001,0
L302648,C102648,Business Loan,4563544.79,180,79500,765,22116.76,22.0,Pending,0.1345,0
L307082,C107082,Home Loan,4732386.56,12,81600,671,10297.15,22.1,Approved,0.1364,0
L301128,C101128,Vehicle Loan,1433452.95,12,69600,774,17456.0,17.5,Approved,0.1252,1
L302297,C102297,Education Loan,203479.27,120,65300,656,8781.18,5.1,Approved,0.1993,0
L305067,C105067,Home Loan,2230616.86,120,53400,673,14654.32,0.0,Pending,0.2778,0
L301836,C101836,Vehicle Loan,1269606.12,84,106500,633,0.0,14.9,Approved,0.0769,0
L305179,C105179,Home Loan,4038009.42,180,156600,832,13071.82,5.5,Approved,0.0538,0
L306210,C106210,Business Loan,4162294.62,120,41300,607,4632.27,0.9,Approved,0.2679,0
L303618,C103618,Home Loan,2860116.7,120,58800,701,1401.16,10.2,Approved,0.049,0
L309554,C109554,Vehicle Loan,505523.14,120,98900,632,11905.24,6.7,Approved,0.1508,0
L305542,C105542,Business Loan,2650795.35,12,66900,511,8791.57,5.3,Approved,0.2723,0
L302370,C102370,Business Loan,1042700.9,60,62800,776,7779.11,0.9,Pending,0.0826,0
L308464,C108464,Personal Loan,698491.1,36,154900,668,0.0,7.3,Pending,0.1655,0
L301256,C101256,Personal Loan,300080.97,84,55400,476,11598.98,5.7,Approved,0.417,0
L303332,C103332,Business Loan,1238612.78,12,55700,640,0.0,2.1,Pending,0.1752,0
L307359,C107359,Vehicle Loan,523606.96,84,46100,583,10108.88,1.8,Approved,0.2748,0
L300102,C100102,Education Loan,1472365.89,180,47300,740,7742.05,22.1,Approved,0.06,0
L309404,C109404,Vehicle Loan,391082.03,120,20800,704,1782.02,23.4,Approved,0.0843,0
L308216,C108216,Education Loan,953655.29,12,19600,645,2055.8,7.2,Approved,0.2552,0
L300709,C100709,Business Loan,1779848.53,60,46500,682,107.06,4.2,Approved,0.1346,0
L307739,C107739,Personal Loan,212910.69,84,76600,729,5929.98,11.3,Approved,0.116,0
L305054,C105054,Education Loan,1638230.03,60,59900,687,0.0,1.2,Pending,0.1243,0
L306568,C106568,Home Loan,5347599.02,60,25600,654,5805.44,5.2,Approved,0.2878,1
L300265,C100265,Education Loan,384005.98,120,46400,504,7892.26,6.7,Pending,0.3366,1
L306260,C106260,Personal Loan,87275.95,12,82100,686,24627.3,4.4,Approved,0.277,0
L307248,C107248,Personal Loan,313218.54,84,80000,629,2416.15,10.2,Pending,0.1252,1
L305872,C105872,Vehicle Loan,624343.24,24,40800,669,10257.93,28.2,Approved,0.097,1
L305248,C105248,Vehicle Loan,1225109.18,84,54800,651,12034.59,19.0,Approved,0.217,0
L303836,C103836,Home Loan,1335701.54,84,75200,713,10591.7,5.1,Pending,0.1274,0
L308633,C108633,Vehicle Loan,1268717.61,60,79400,734,10963.62,14.2,Pending,0.0755,0
L308891,C108891,Personal Loan,374906.22,180,16200,715,999.76,8.0,Approved,0.0637,0
L306064,C106064,Business Loan,4321654.88,84,80300,727,0.0,7.4,Approved,0.0855,0
L303118,C103118,Vehicle Loan,632784.9,36,57400,593,17975.1,0.2,Approved,0.2279,1
L303290,C103290,Business Loan,362228.11,12,87500,721,24774.74,4.3,Approved,0.2296,1
L309983,C109983,Business Loan,2356657.66,24,70600,673,19646.47,21.4,Approved,0.139,0
L307089,C107089,Personal Loan,757477.77,60,30100,614,8586.37,3.1,Approved,0.3792,1
L306876,C106876,Home Loan,3928614.92,84,65400,609,0.0,10.8,Approved,0.1156,0
L303895,C103895,Personal Loan,79506.22,60,61500,596,11701.87,15.2,Approved,0.212,1
L300401,C100401,Business Loan,3684057.75,120,85800,849,16359.56,7.0,Pending,0.0748,0
L305361,C105361,Personal Loan,397652.46,84,40200,605,3149.9,10.6,Approved,0.1883,0
L309354,C109354,Business Loan,2310135.14,60,12500,778,2728.95,12.1,Approved,0.081,0
L300739,C100739,Home Loan,7067047.66,120,98600,750,14430.5,32.1,Pending,0.051,1
L302352,C102352,Personal Loan,418735.37,12,61300,607,0.0,24.8,Approved,0.1271,0
L303202,C103202,Home Loan,5100828.83,36,16500,595,0.0,25.1,Approved,0.1652,0
L306670,C106670,Vehicle Loan,446544.07,60,72400,771,14120.92,3.1,Approved,0.1327,0
L301253,C101253,Business Loan,1137647.84,120,53000,649,8426.49,27.3,Approved,0.0914,0
L303781,C103781,Personal Loan,231405.72,12,36200,743,5097.33,5.2,Pending,0.1001,0
L308958,C108958,Home Loan,5829101.58,120,21200,721,6547.12,8.4,Pending,0.2805,1
L306061,C106061,Personal Loan,670268.52,60,37900,634,4926.1,26.0,Approved,0.1107,0
L308956,C108956,Personal Loan,333214.17,120,25200,587,2915.41,23.7,Approved,0.0916,0
L308617,C108617,Personal Loan,197515.62,180,62500,698,8716.23,18.1,Approved,0.062,0
L308899,C108899,Vehicle Loan,571212.21,180,81600,686,3987.22,0.0,Approved,0.0963,0
L309102,C109102,Vehicle Loan,473166.15,84,17500,544,3866.46,7.6,Pending,0.4424,1
L308805,C108805,Education Loan,372197.77,24,65900,587,10766.73,0.0,Pending,0.343,0
L300233,C100233,Vehicle Loan,673796.92,120,41700,801,6334.7,29.1,Pending,0.0332,0
L303608,C103608,Personal Loan,265615.26,84,78200,705,10445.45,14.1,Approved,0.1579,0
L302830,C102830,Business Loan,2222877.3,36,49500,692,7274.16,22.6,Approved,0.0813,0
L300112,C100112,Home Loan,4524842.09,36,43500,725,0.0,8.8,Approved,0.0778,0
L306084,C106084,Vehicle Loan,1344880.0,36,90000,650,21150.25,25.2,Approved,0.0992,0
L303794,C103794,Personal Loan,306515.71,12,86000,611,26514.86,17.8,Pending,0.2265,0
L307463,C107463,Home Loan,5710166.67,60,67400,648,12913.37,29.2,Approved,0.118,1
L305615,C105615,Home Loan,6129740.88,84,86400,808,10088.56,23.0,Approved,0.0437,0
L307529,C107529,Vehicle Loan,951201.41,36,80100,715,11917.3,0.6,Pending,0.1702,0
L301886,C101886,Personal Loan,689513.23,36,80600,881,1328.46,21.7,Approved,0.0189,0
L309804,C109804,Education Loan,246761.05,120,98600,702,14480.57,10.8,Approved,0.1658,0
L301343,C101343,Vehicle Loan,159705.6,24,84700,725,10680.63,14.2,Pending,0.069,1
L303839,C103839,Education Loan,1824371.95,12,33700,711,0.0,21.4,Pending,0.1475,1
L304600,C104600,Education Loan,1280397.43,24,115200,676,17049.3,27.2,Approved,0.1185,0
L307830,C107830,Home Loan,5172803.99,120,66900,740,0.0,4.8,Pending,0.1306,0
L305265,C105265,Vehicle Loan,487260.3,60,80200,646,18868.35,15.6,Approved,0.2115,0
L306421,C106421,Personal Loan,419232.11,84,57600,750,6494.03,13.2,Approved,0.0642,0
L309903,C109903,Education Loan,1306108.24,36,77100,635,0.0,24.5,Pending,0.0459,0
L303189,C103189,Home Loan,6432293.64,24,81400,672,22803.22,22.7,Pending,0.1835,0
L302809,C102809,Education Loan,951932.75,84,58700,693,927.74,2.9,Approved,0.087,0
L307682,C107682,Home Loan,7732299.24,60,89200,677,1361.92,13.3,Pending,0.0921,1
L306976,C106976,Home Loan,7635547.46,60,95500,773,35066.55,7.9,Pending,0.1534,1
L305230,C105230,Business Loan,656199.43,60,61200,626,9558.91,3.2,Approved,0.1959,1
L305869,C105869,Business Loan,4517278.56,12,43600,719,1275.66,25.6,Approved,0.1229,0
L309217,C109217,Education Loan,858787.05,180,107900,676,22093.76,2.0,Approved,0.2814,1
L303977,C103977,Personal Loan,487340.68,84,29400,827,5970.03,35.0,Approved,0.038,0
L308833,C108833,Vehicle Loan,948151.93,36,52900,733,3821.37,15.9,Pending,0.0869,0
L300789,C100789,Education Loan,1091415.41,120,31700,724,4665.39,0.0,Pending,0.1901,0
L308993,C108993,Home Loan,2781851.43,60,64300,708,11798.05,10.0,Approved,0.1008,0
L309250,C109250,Education Loan,654049.57,84,120600,717,25016.84,9.5,Approved,0.104,0
L303599,C103599,Vehicle Loan,587026.25,24,46600,628,10162.24,9.7,Pending,0.2282,0
L307741,C107741,Education Loan,696259.53,24,66300,684,24936.09,12.4,Pending,0.1875,0
L307649,C107649,Business Loan,4338931.22,84,64900,663,213.33,12.7,Approved,0.0841,0
L302639,C102639,Business Loan,3825779.38,24,99800,731,28816.45,20.9,Approved,0.0619,0
L309022,C109022,Vehicle Loan,856939.81,36,66700,770,11586.03,13.9,Approved,0.1381,0
L301381,C101381,Vehicle Loan,211552.81,12,13900,703,2177.28,8.1,Approved,0.1181,0
L306993,C106993,Vehicle Loan,1265095.73,36,88100,622,22032.28,26.7,Approved,0.16,0
L308367,C108367,Home Loan,1778610.33,120,41500,699,2601.79,5.6,Approved,0.0931,0
L302735,C102735,Vehicle Loan,991099.9,120,79900,770,17864.31,3.8,Pending,0.1409,0
L304283,C104283,Personal Loan,640449.73,180,72800,610,13373.74,7.1,Pending,0.181,0
L307686,C107686,Home Loan,5139702.09,60,66300,586,2405.95,1.7,Approved,0.2219,1
L301774,C101774,Home Loan,1650297.23,24,73500,781,12945.35,14.0,Approved,0.1123,0
L306964,C106964,Business Loan,1873161.91,36,95800,697,17732.67,2.0,Approved,0.1569,0
L301369,C101369,Personal Loan,691469.96,24,108200,846,7041.64,22.9,Approved,0.0248,0
L302115,C102115,Personal Loan,659134.65,84,14700,676,1066.23,6.0,Approved,0.0972,0
L304639,C104639,Business Loan,3127713.61,12,113100,701,26965.93,15.6,Pending,0.2011,1
L309478,C109478,Business Loan,4974859.66,84,67100,719,15012.67,3.5,Approved,0.1507,0
L306607,C106607,Home Loan,7698717.09,12,83800,675,16398.5,28.9,Approved,0.1626,0
L301373,C101373,Home Loan,4052130.08,12,115700,701,30691.98,13.9,Approved,0.2103,0
L304655,C104655,Personal Loan,591117.56,24,55400,744,8532.76,4.3,Approved,0.1179,0
L303536,C103536,Personal Loan,506806.95,180,29500,671,5961.47,0.3,Pending,0.2357,0
L309884,C109884,Personal Loan,598444.29,84,39400,742,963.01,7.3,Approved,0.105,0
L306869,C106869,Home Loan,5588450.83,120,104000,718,0.0,1.0,Approved,0.1054,0
L302462,C102462,Education Loan,1992470.23,120,53900,810,21401.17,17.4,Pending,0.1128,0
L305541,C105541,Business Loan,587377.04,12,61800,662,12511.34,5.9,Pending,0.2268,0
L300221,C100221,Education Loan,1282506.85,84,69500,828,9191.38,16.0,Approved,0.0476,0
L300719,C100719,Business Loan,574318.15,120,22800,828,5333.3,17.8,Approved,0.0481,0
L308034,C108034,Education Loan,442753.68,120,86900,696,2780.4,9.7,Approved,0.0633,0
L306718,C106718,Personal Loan,646019.51,36,63600,504,10270.12,3.9,Approved,0.3462,0
L306493,C106493,Personal Loan,336260.34,12,83000,756,14338.4,7.5,Pending,0.116,0
L307064,C107064,Personal Loan,360515.04,120,44400,682,5061.29,0.5,Pending,0.1269,1
L307997,C107997,Personal Loan,697184.74,36,92200,627,11100.02,5.4,Pending,0.13,0
L306470,C106470,Education Loan,1711074.03,24,74200,637,20794.95,0.0,Approved,0.2964,0
L306921,C106921,Vehicle Loan,198922.71,12,64700,595,14675.25,13.4,Approved,0.2336,0
L301476,C101476,Vehicle Loan,895536.48,24,58700,716,14665.69,17.3,Approved,0.1713,0
L301224,C101224,Education Loan,1960237.82,120,84400,744,27497.36,16.0,Pending,0.1114,0
L307038,C107038,Education Loan,299809.64,84,148800,685,5897.41,13.2,Approved,0.0763,0
L302688,C102688,Education Loan,1648384.96,12,68600,669,6033.49,11.8,Approved,0.1536,0
L300776,C100776,Education Loan,659372.07,24,112500,540,12295.0,10.9,Pending,0.2686,1
L300756,C100756,Home Loan,6857801.78,24,57000,629,7302.9,28.0,Approved,0.1762,0
L303157,C103157,Education Loan,1809796.97,24,69100,650,1867.23,27.6,Pending,0.0437,0
L307052,C107052,Education Loan,1798726.88,12,50100,694,11957.74,5.9,Approved,0.187,0
L301575,C101575,Business Loan,3093544.72,60,109400,748,16478.04,3.1,Approved,0.1105,0
L304354,C104354,Education Loan,663987.94,24,138800,802,30918.78,10.4,Pending,0.0716,0
L307702,C107702,Education Loan,1874857.73,24,138300,619,0.0,7.4,Approved,0.1013,0
L306468,C106468,Education Loan,891722.3,36,37800,601,5953.63,9.2,Approved,0.2071,0
L303735,C103735,Education Loan,1113780.97,60,45600,733,6520.83,7.1,Approved,0.1075,0
L303812,C103812,Vehicle Loan,1358605.41,36,103000,798,10654.89,24.8,Pending,0.0322,0
L306503,C106503,Personal Loan,224865.33,12,46800,617,10451.27,7.5,Approved,0.1649,0
L304681,C104681,Education Loan,622019.16,36,26100,548,8318.64,3.2,Approved,0.4844,1
L305444,C105444,Personal Loan,436070.36,24,84600,708,0.0,8.1,Approved,0.0418,0
L309310,C109310,Business Loan,3013023.55,60,82700,573,1695.97,30.6,Approved,0.1017,0
L300195,C100195,Vehicle Loan,1399835.62,180,53300,702,7021.47,1.2,Approved,0.1197,0
L302208,C102208,Personal Loan,135968.18,12,40600,647,4487.84,4.1,Approved,0.1666,0
L304438,C104438,Business Loan,1753644.22,60,83100,723,8099.43,13.4,Approved,0.0784,0
L308931,C108931,Vehicle Loan,289051.77,180,64100,689,9365.09,4.2,Approved,0.1473,0
L308656,C108656,Vehicle Loan,1017955.11,180,28500,814,0.0,5.2,Pending,0.0405,0
L304980,C104980,Personal Loan,351817.17,60,82500,708,14145.32,10.0,Pending,0.1148,0
L301980,C101980,Education Loan,1122372.55,36,49700,590,15180.15,6.7,Approved,0.3004,0
L309356,C109356,Personal Loan,772766.51,36,59100,876,7462.39,15.2,Approved,0.027,0
L304139,C104139,Education Loan,1873957.73,120,74100,689,8386.38,5.5,Approved,0.1397,1
L305047,C105047,Vehicle Loan,1111096.48,120,95900,670,14601.71,6.3,Approved,0.2246,0
L302535,C102535,Business Loan,632695.91,60,32600,717,3308.68,15.1,Approved,0.0781,0
L303914,C103914,Home Loan,3201840.29,60,69400,690,9413.09,9.5,Pending,0.1013,0
L303911,C103911,Vehicle Loan,346905.52,84,98900,628,18926.05,18.4,Approved,0.1797,1
L302190,C102190,Personal Loan,498124.11,36,108600,776,12443.56,6.7,Approved,0.0853,0
L300767,C100767,Education Loan,563354.48,12,47100,819,11765.83,15.3,Pending,0.0736,0
L306048,C106048,Education Loan,675628.73,24,92100,696,15357.81,6.0,Approved,0.1366,0
L301635,C101635,Vehicle Loan,1216242.63,84,84600,600,0.0,10.4,Approved,0.1754,0
L302162,C102162,Personal Loan,219531.57,120,44700,752,4429.97,5.2,Pending,0.1198,0
L307582,C107582,Business Loan,384111.11,36,77900,698,19147.45,9.7,Pending,0.1702,0
L300650,C100650,Education Loan,1906949.04,84,20300,779,3263.17,13.5,Pending,0.0661,0
L307153,C107153,Personal Loan,502474.38,36,105200,790,0.0,15.1,Approved,0.0484,0
L302120,C102120,Business Loan,3154796.98,120,89200,629,11740.91,21.0,Approved,0.0754,0
L302637,C102637,Education Loan,1713146.95,84,19400,688,1336.08,22.9,Approved,0.0675,0
L307542,C107542,Personal Loan,159638.45,24,37000,696,13462.18,10.8,Approved,0.1603,1
L302992,C102992,Home Loan,7482906.19,24,74600,553,11583.05,4.2,Approved,0.3753,0
L301126,C101126,Vehicle Loan,999359.43,12,71200,781,8543.66,24.3,Pending,0.047,0
L304557,C104557,Business Loan,827071.14,12,52900,673,10589.29,9.3,Approved,0.1103,0
L303958,C103958,Business Loan,1108501.86,36,44000,775,2665.5,1.2,Approved,0.1157,0
L303316,C103316,Education Loan,103832.06,120,24800,657,5759.48,16.0,Pending,0.1451,1
L309285,C109285,Vehicle Loan,488584.69,60,81800,729,11469.55,10.2,Approved,0.1376,0
L300170,C100170,Personal Loan,311856.74,12,98000,824,23234.99,1.1,Approved,0.1705,0
L307806,C107806,Education Loan,1726425.09,180,13400,758,638.18,7.3,Pending,0.0895,0
L307381,C107381,Vehicle Loan,1155673.0,60,98900,607,21148.51,0.6,Approved,0.2363,0
L304748,C104748,Home Loan,5243500.77,120,86200,699,9931.41,16.8,Approved,0.0605,0
L305763,C105763,Education Loan,792823.1,180,33500,712,2612.14,2.4,Pending,0.1695,1
L307967,C107967,Personal Loan,344204.88,84,63000,654,4332.24,7.8,Approved,0.1361,0
L309124,C109124,Vehicle Loan,514535.16,84,72600,612,7257.89,0.0,Approved,0.1804,0
L308902,C108902,Personal Loan,282159.95,12,64300,760,15352.07,16.6,Approved,0.1232,0
L302479,C102479,Personal Loan,773164.02,36,8500,633,2156.08,1.3,Pending,0.3094,1
