account_id,customer_id,account_type,balance,interest_rate,status
A209197,C107094,Salary,237063.2,3.66,Active
A209198,C107095,Savings,225019.02,5.48,Active
A209199,C107096,Savings,23622.83,4.07,Dormant
A209200,C107097,Savings,111129.23,3.83,Active
A209201,C107098,Salary,21425.64,3.76,Active
A209202,C107099,Savings,325547.93,3.02,Active
A209203,C107100,Current,251612.63,4.13,Dormant
A209204,C107101,Savings,454086.48,4.95,Active
A209205,C107102,Current,136700.45,4.75,Dormant
A209206,C107103,Current,124373.96,5.99,Active
A209207,C107103,Savings,124297.66,3.4,Active
A209208,C107104,Salary,38424.88,3.85,Dormant
A209209,C107104,Current,151223.53,4.14,Dormant
A209210,C107105,Salary,162316.19,4.29,Active
A209211,C107106,Savings,163711.64,6.3,Dormant
A209212,C107106,Savings,209978.34,5.5,Active
A209213,C107107,Savings,92581.54,4.07,Dormant
A209214,C107108,Savings,40809.56,5.53,Dormant
A209215,C107108,Salary,128819.88,4.21,Active
A209216,C107109,Salary,0.0,2.51,Active
A209217,C107109,Savings,187393.63,2.96,Dormant
A209218,C107110,Savings,198675.64,5.67,Active
A209219,C107111,Salary,366025.35,4.13,Active
A209220,C107112,Savings,327284.53,3.37,Active
A209221,C107113,Salary,178620.85,5.04,Dormant
A209222,C107114,Salary,99740.24,3.57,Active
A209223,C107114,Savings,197681.79,4.82,Dormant
A209224,C107115,Salary,230253.82,4.62,Active
A209225,C107116,Salary,71025.74,4.58,Active
A209226,C107117,Current,47135.79,5.98,Active
A209227,C107118,Savings,38825.96,4.97,Active
A209228,C107119,Salary,196089.26,3.3,Dormant
A209229,C107119,Salary,74652.24,6.45,Active
A209230,C107120,Savings,140078.46,2.62,Active
A209231,C107121,Savings,88980.17,5.74,Active
A209232,C107121,Current,239463.54,2.59,Dormant
A209233,C107122,Premium,46732.7,5.32,Active
A209234,C107123,Savings,6472.7,5.98,Active
A209235,C107123,Salary,52497.66,5.21,Active
A209236,C107124,Salary,53224.04,5.21,Active
A209237,C107125,Savings,309977.34,3.31,Active
A209238,C107126,Savings,142396.25,6.37,Active
A209239,C107127,Salary,342380.93,4.84,Dormant
A209240,C107128,Savings,131083.66,2.65,Active
A209241,C107128,Savings,82633.39,3.87,Active
A209242,C107129,Savings,61202.51,4.45,Active
A209243,C107130,Current,113266.87,3.65,Active
A209244,C107131,Savings,127311.97,3.22,Active
A209245,C107132,Savings,0.0,4.81,Active
A209246,C107132,Salary,137622.37,3.33,Active
A209247,C107133,Salary,21851.15,2.68,Active
A209248,C107133,Savings,10852.72,2.73,Active
A209249,C107134,Savings,26122.67,5.07,Active
A209250,C107135,Savings,184527.97,5.9,Active
A209251,C107136,Savings,218024.97,6.19,Active
A209252,C107137,Premium,58336.53,3.61,Dormant
A209253,C107137,Salary,109709.57,4.21,Active
A209254,C107138,Savings,97590.69,4.03,Active
A209255,C107139,Current,114739.37,3.54,Active
A209256,C107140,Savings,120961.79,5.54,Active
A209257,C107140,Savings,178311.02,3.15,Active
A209258,C107141,Savings,147411.53,4.41,Active
A209259,C107142,Salary,84225.19,4.2,Active
A209260,C107143,Premium,99315.79,4.08,Active
A209261,C107143,Current,92893.22,5.56,Active
A209262,C107144,Savings,19034.28,6.02,Active
A209263,C107144,Premium,215392.03,3.96,Dormant
A209264,C107145,Savings,89466.81,2.59,Dormant
A209265,C107145,Current,286705.64,5.13,Active
A209266,C107146,Savings,301850.29,5.15,Active
A209267,C107146,Current,6831.64,3.88,Active
A209268,C107147,Salary,67900.52,3.47,Active
A209269,C107147,Savings,74190.69,5.41,Active
A209270,C107148,Salary,179087.13,4.27,Dormant
A209271,C107148,Savings,129327.38,6.39,Dormant
A209272,C107149,Salary,146810.35,6.35,Active
A209273,C107150,Savings,105244.97,2.52,Active
A209274,C107150,Salary,335961.15,4.64,Active
A209275,C107151,Salary,59641.31,5.18,Active
A209276,C107151,Savings,53611.69,4.96,Active
A209277,C107152,Savings,174762.37,3.65,Active
A209278,C107153,Savings,375000.17,3.32,Active
A209279,C107154,Salary,67782.49,4.76,Active
A209280,C107155,Savings,13689.42,5.59,Active
A209281,C107156,Premium,62675.7,5.33,Active
A209282,C107156,Savings,150689.38,3.16,Active
A209283,C107157,Salary,276649.33,4.32,Active
A209284,C107158,Savings,157700.6,6.02,Dormant
A209285,C107158,Current,111926.4,6.08,Dormant
A209286,C107159,Savings,33996.65,4.43,Active
A209287,C107159,Savings,58746.41,5.15,Dormant
A209288,C107160,Premium,18351.15,4.44,Active
A209289,C107160,Salary,30093.28,3.01,Active
A209290,C107161,Savings,241784.85,3.43,Active
A209291,C107162,Salary,18247.25,3.31,Active
A209292,C107163,Savings,166332.56,6.32,Active
A209293,C107164,Salary,206673.34,3.0,Dormant
A209294,C107165,Salary,21151.3,4.11,Active
A209295,C107165,Premium,95762.89,5.95,Active
A209296,C107166,Savings,179307.42,4.07,Active
A209297,C107167,Premium,11430.15,3.57,Active
A209298,C107167,Savings,54742.65,2.96,Active
A209299,C107168,Savings,186682.61,4.06,Active
A209300,C107169,Savings,34286.35,4.69,Active
A209301,C107170,Savings,340264.32,2.56,Active
A209302,C107171,Salary,91983.63,5.61,Active
A209303,C107172,Savings,117313.32,3.84,Active
A209304,C107173,Salary,37142.59,2.85,Active
A209305,C107174,Savings,29807.51,5.68,Dormant
A209306,C107175,Savings,205754.38,5.31,Active
A209307,C107176,Savings,105661.06,3.09,Active
A209308,C107177,Savings,49380.44,5.77,Active
A209309,C107178,Current,240842.85,2.52,Active
A209310,C107179,Savings,231766.99,4.49,Active
A209311,C107180,Savings,123935.14,5.28,Dormant
A209312,C107180,Salary,237250.61,4.98,Active
A209313,C107181,Savings,148179.58,2.56,Active
A209314,C107181,Savings,205650.64,5.31,Active
A209315,C107182,Savings,10301.27,3.32,Active
A209316,C107183,Savings,107675.22,5.11,Active
A209317,C107184,Savings,135947.95,2.77,Dormant
A209318,C107185,Current,47656.53,2.64,Dormant
A209319,C107186,Salary,245261.97,4.58,Active
A209320,C107187,Salary,67499.9,2.91,Active
A209321,C107188,Savings,158913.81,5.63,Active
A209322,C107189,Salary,49391.68,5.11,Active
A209323,C107190,Savings,186597.86,3.37,Dormant
A209324,C107191,Savings,47507.65,4.57,Active
A209325,C107191,Current,239250.18,3.15,Active
A209326,C107192,Savings,295040.59,3.9,Active
A209327,C107192,Savings,95900.14,5.66,Active
A209328,C107193,Salary,141912.63,4.19,Dormant
A209329,C107193,Savings,0.0,2.79,Active
A209330,C107194,Savings,225680.54,5.49,Active
A209331,C107194,Salary,186998.77,2.71,Active
A209332,C107195,Savings,30010.8,2.79,Dormant
A209333,C107196,Current,125776.61,4.85,Active
A209334,C107197,Savings,125620.1,3.07,Dormant
A209335,C107198,Current,322067.22,4.66,Active
A209336,C107198,Premium,138542.62,3.19,Active
A209337,C107199,Savings,118212.96,3.45,Dormant
A209338,C107200,Premium,78580.76,4.88,Dormant
A209339,C107201,Current,62921.92,5.93,Dormant
A209340,C107202,Salary,218729.46,5.71,Active
A209341,C107203,Savings,33975.14,2.63,Dormant
A209342,C107204,Savings,106164.49,3.85,Active
A209343,C107204,Salary,216771.63,6.26,Active
A209344,C107205,Savings,193828.02,5.69,Dormant
A209345,C107206,Salary,201067.78,3.93,Active
A209346,C107206,Salary,247017.52,3.81,Active
A209347,C107207,Salary,63298.3,6.41,Dormant
A209348,C107208,Savings,130842.38,4.36,Active
A209349,C107209,Salary,207089.24,3.7,Active
A209350,C107210,Current,82075.08,5.4,Active
A209351,C107211,Savings,236574.26,5.52,Active
A209352,C107212,Salary,126253.96,3.22,Dormant
A209353,C107213,Savings,37283.24,2.74,Active
A209354,C107213,Savings,15340.29,3.7,Active
A209355,C107214,Salary,113030.47,5.71,Active
A209356,C107214,Salary,71104.56,6.38,Active
A209357,C107215,Savings,96799.68,5.19,Dormant
A209358,C107216,Savings,118256.75,5.85,Dormant
A209359,C107217,Savings,10146.4,4.73,Active
A209360,C107217,Current,97774.23,4.79,Active
A209361,C107218,Savings,47579.72,4.52,Dormant
A209362,C107219,Current,75110.17,3.58,Active
A209363,C107220,Salary,307490.11,3.56,Active
A209364,C107221,Premium,127012.57,4.21,Active
A209365,C107222,Savings,184664.21,3.33,Dormant
A209366,C107223,Premium,415002.76,3.68,Active
A209367,C107223,Salary,390695.27,5.02,Dormant
A209368,C107224,Premium,109119.75,6.4,Active
A209369,C107224,Savings,225839.53,3.85,Active
A209370,C107225,Savings,39293.8,4.49,Active
A209371,C107226,Savings,213851.59,5.07,Active
A209372,C107226,Savings,94728.56,2.9,Active
A209373,C107227,Savings,183999.74,5.31,Active
A209374,C107228,Premium,33753.33,6.38,Dormant
A209375,C107228,Savings,75297.25,5.28,Dormant
A209376,C107229,Savings,35329.63,3.21,Active
A209377,C107229,Premium,40089.47,3.06,Active
A209378,C107230,Salary,147922.0,3.89,Active
A209379,C107231,Savings,67524.88,5.65,Active
A209380,C107232,Salary,70804.33,4.15,Active
A209381,C107233,Savings,2709.67,4.65,Active
A209382,C107233,Salary,134345.17,5.89,Active
A209383,C107234,Salary,17478.33,5.48,Active
A209384,C107235,Salary,14104.58,4.8,Dormant
A209385,C107235,Salary,21404.63,2.57,Dormant
A209386,C107236,Current,146006.36,3.21,Active
A209387,C107237,Premium,214612.8,6.27,Dormant
A209388,C107238,Savings,82787.39,6.1,Dormant
A209389,C107239,Current,134484.05,6.42,Active
A209390,C107240,Salary,43254.09,5.12,Active
A209391,C107241,Savings,126112.54,4.12,Dormant
A209392,C107242,Premium,114809.5,4.35,Dormant
A209393,C107243,Salary,130580.28,3.56,Dormant
A209394,C107244,Premium,3240.01,5.52,Active
A209395,C107245,Savings,331762.12,4.95,Active
A209396,C107246,Savings,59023.42,2.53,Active
A209397,C107246,Salary,44481.45,6.1,Active
A209398,C107247,Savings,130448.91,4.79,Active
A209399,C107247,Savings,109233.71,4.42,Dormant
A209400,C107248,Savings,41132.29,5.65,Active
A209401,C107249,Savings,247009.04,4.3,Active
A209402,C107249,Savings,24303.3,3.98,Active
A209403,C107250,Premium,42391.8,6.09,Active
A209404,C107251,Savings,98061.62,3.62,Active
A209405,C107252,Savings,157663.5,3.13,Active
A209406,C107253,Current,44694.43,5.14,Active
A209407,C107253,Salary,225300.3,2.67,Active
A209408,C107254,Savings,188771.08,3.93,Active
A209409,C107255,Savings,17307.88,4.16,Active
A209410,C107256,Savings,133132.98,3.92,Dormant
A209411,C107257,Salary,55923.43,3.07,Active
A209412,C107258,Savings,57717.3,5.56,Active
A209413,C107258,Savings,114270.58,3.47,Active
A209414,C107259,Savings,101728.42,2.52,Active
A209415,C107260,Savings,135480.65,5.67,Active
A209416,C107261,Savings,159616.71,3.26,Dormant
A209417,C107261,Savings,142011.86,4.99,Active
A209418,C107262,Current,271549.73,4.54,Active
A209419,C107262,Savings,392315.44,3.4,Active
A209420,C107263,Savings,105399.07,5.92,Active
A209421,C107264,Salary,48006.74,3.3,Active
A209422,C107264,Savings,88400.84,4.06,Active
A209423,C107265,Premium,312319.96,4.55,Active
A209424,C107266,Savings,6422.22,4.53,Active
A209425,C107267,Premium,336752.03,4.57,Active
A209426,C107268,Salary,139703.2,5.86,Active
A209427,C107269,Savings,133188.08,3.65,Dormant
A209428,C107270,Premium,34474.39,6.05,Active
A209429,C107270,Current,44216.33,5.77,Active
A209430,C107271,Premium,115192.84,4.93,Active
A209431,C107271,Salary,151878.62,3.5,Active
A209432,C107272,Savings,173701.65,4.89,Active
A209433,C107273,Savings,157290.01,3.04,Active
A209434,C107274,Savings,232923.91,2.52,Active
A209435,C107274,Current,66923.02,4.38,Active
A209436,C107275,Savings,128457.09,5.37,Active
A209437,C107276,Savings,37128.31,2.8,Active
A209438,C107277,Premium,35380.35,5.18,Active
A209439,C107278,Savings,308820.92,3.19,Dormant
A209440,C107279,Salary,140538.06,3.71,Active
A209441,C107280,Savings,176840.83,4.62,Active
A209442,C107280,Salary,132696.78,3.16,Active
A209443,C107281,Salary,172877.63,5.26,Active
A209444,C107282,Current,79939.28,3.39,Dormant
A209445,C107283,Salary,115409.66,5.25,Active
A209446,C107284,Salary,294710.16,5.32,Dormant
A209447,C107285,Savings,211660.36,3.32,Active
A209448,C107285,Premium,143153.49,2.86,Dormant
A209449,C107286,Savings,16111.43,4.05,Active
A209450,C107287,Savings,130811.15,6.05,Active
A209451,C107287,Savings,185320.32,5.18,Dormant
A209452,C107288,Savings,43204.2,3.66,Active
A209453,C107289,Current,121075.15,2.69,Active
A209454,C107289,Premium,25319.24,6.36,Active
A209455,C107290,Savings,35497.77,2.98,Active
A209456,C107290,Savings,60400.13,2.66,Active
A209457,C107291,Savings,266143.31,3.71,Active
A209458,C107292,Savings,150333.3,2.57,Dormant
A209459,C107293,Savings,116843.06,5.36,Active
A209460,C107294,Savings,585662.34,5.55,Active
A209461,C107295,Savings,90054.57,3.13,Active
A209462,C107296,Salary,22412.59,6.2,Active
A209463,C107297,Salary,157218.47,3.88,Dormant
A209464,C107298,Savings,25591.0,3.99,Active
A209465,C107299,Salary,191634.34,4.54,Active
A209466,C107299,Premium,299510.09,6.09,Active
A209467,C107300,Premium,116055.32,5.09,Active
A209468,C107301,Savings,185201.53,6.35,Active
A209469,C107302,Salary,33963.7,5.92,Active
A209470,C107303,Current,69473.97,4.95,Active
A209471,C107303,Savings,128217.21,6.11,Active
A209472,C107304,Savings,400389.89,4.82,Active
A209473,C107305,Savings,170304.73,5.22,Dormant
A209474,C107306,Current,137854.98,4.19,Dormant
A209475,C107306,Salary,228437.31,5.74,Active
A209476,C107307,Savings,166260.35,5.83,Active
A209477,C107307,Savings,63797.46,3.99,Active
A209478,C107308,Salary,178167.9,6.38,Dormant
A209479,C107309,Premium,446003.99,3.42,Active
A209480,C107310,Savings,48700.9,3.65,Dormant
A209481,C107311,Savings,208242.02,5.89,Active
A209482,C107311,Savings,213014.64,4.59,Active
A209483,C107312,Savings,237412.52,2.68,Active
A209484,C107313,Savings,126603.68,5.17,Active
A209485,C107314,Savings,13547.33,2.65,Active
A209486,C107315,Savings,87865.92,2.52,Active
A209487,C107315,Savings,334095.02,3.1,Active
A209488,C107316,Premium,147050.71,5.55,Active
A209489,C107317,Current,71094.82,5.57,Active
A209490,C107318,Savings,158594.62,2.83,Active
A209491,C107318,Savings,152886.46,2.51,Active
A209492,C107319,Savings,24104.25,3.81,Active
A209493,C107320,Current,316697.74,5.02,Active
A209494,C107321,Premium,70043.19,4.37,Active
A209495,C107322,Savings,225424.61,5.22,Dormant
A209496,C107323,Salary,0.0,2.7,Active
A209497,C107324,Salary,185883.07,3.94,Active
A209498,C107325,Salary,259061.35,3.0,Active
A209499,C107325,Savings,101898.54,6.01,Dormant
A209500,C107326,Savings,308075.36,5.31,Active
A209501,C107326,Savings,68111.15,4.75,Dormant
A209502,C107327,Salary,88417.77,3.57,Active
A209503,C107328,Savings,82411.14,6.18,Dormant
A209504,C107329,Savings,129877.37,3.78,Active
A209505,C107330,Savings,238802.95,3.16,Active
A209506,C107330,Savings,69900.46,3.93,Active
A209507,C107331,Savings,90478.76,4.36,Dormant
A209508,C107332,Premium,457578.46,3.71,Active
A209509,C107333,Savings,80332.82,5.35,Active
A209510,C107334,Premium,191745.35,6.07,Active
A209511,C107335,Current,187119.04,3.31,Active
A209512,C107336,Premium,160698.01,3.99,Active
A209513,C107337,Premium,61144.75,6.49,Dormant
A209514,C107338,Salary,83364.37,5.86,Active
A209515,C107339,Savings,158277.7,3.74,Dormant
A209516,C107340,Savings,289623.78,5.85,Active
A209517,C107341,Savings,39587.72,4.79,Active
A209518,C107342,Savings,89984.72,4.19,Active
A209519,C107343,Salary,30879.34,3.96,Dormant
A209520,C107343,Savings,82139.43,5.01,Active
A209521,C107344,Savings,64256.24,5.9,Active
A209522,C107344,Savings,197508.01,5.07,Dormant
A209523,C107345,Savings,144931.89,3.92,Active
A209524,C107346,Current,58564.23,4.28,Active
A209525,C107346,Savings,83452.72,3.23,Dormant
A209526,C107347,Savings,9078.91,4.87,Active
A209527,C107347,Savings,11894.35,4.83,Active
A209528,C107348,Savings,46024.08,2.58,Dormant
A209529,C107348,Savings,104016.42,2.53,Active
A209530,C107349,Salary,87153.62,5.44,Active
A209531,C107350,Savings,18713.82,4.17,Dormant
A209532,C107350,Savings,64320.83,2.73,Active
A209533,C107351,Savings,93231.92,4.38,Active
A209534,C107351,Savings,95960.09,5.11,Dormant
A209535,C107352,Premium,246152.04,5.05,Dormant
A209536,C107352,Current,42765.47,5.27,Active
A209537,C107353,Salary,310566.13,6.07,Active
A209538,C107354,Savings,62801.01,4.07,Active
A209539,C107355,Savings,249521.32,6.08,Active
A209540,C107355,Salary,182240.48,3.81,Dormant
A209541,C107356,Current,10962.98,4.08,Active
A209542,C107357,Savings,157188.06,4.33,Active
A209543,C107358,Savings,65395.6,4.6,Active
A209544,C107359,Savings,96618.69,4.39,Active
A209545,C107360,Savings,111804.97,4.53,Active
A209546,C107361,Salary,223854.48,6.41,Dormant
A209547,C107362,Salary,154026.03,5.32,Active
A209548,C107362,Salary,120901.35,3.8,Active
A209549,C107363,Savings,115949.13,3.27,Active
A209550,C107364,Savings,46077.28,6.09,Active
A209551,C107364,Salary,95283.93,4.2,Active
A209552,C107365,Salary,65696.76,2.88,Active
A209553,C107366,Salary,33209.01,4.36,Active
A209554,C107366,Current,16469.93,4.66,Active
A209555,C107367,Savings,29766.25,4.06,Dormant
A209556,C107368,Premium,204445.29,4.76,Active
A209557,C107369,Savings,27621.08,3.91,Active
A209558,C107370,Savings,70033.84,4.2,Dormant
A209559,C107371,Premium,37882.9,2.58,Dormant
A209560,C107372,Current,32977.15,3.92,Dormant
A209561,C107372,Savings,20832.96,5.62,Active
A209562,C107373,Salary,135242.27,4.11,Active
A209563,C107374,Savings,186175.45,5.12,Active
A209564,C107375,Savings,144658.13,3.57,Dormant
A209565,C107376,Salary,83368.87,2.8,Active
A209566,C107377,Salary,20545.67,5.71,Active
A209567,C107378,Savings,136063.7,4.79,Dormant
A209568,C107378,Savings,147978.01,4.04,Dormant
A209569,C107379,Savings,134002.06,3.39,Active
A209570,C107379,Current,78201.29,6.29,Dormant
A209571,C107380,Savings,83985.54,6.42,Active
A209572,C107381,Salary,74303.15,3.67,Dormant
A209573,C107381,Savings,298394.36,5.25,Active
A209574,C107382,Salary,72493.71,2.84,Active
A209575,C107382,Savings,37610.72,4.81,Active
A209576,C107383,Salary,190028.34,6.48,Active
A209577,C107383,Premium,241533.37,3.9,Active
A209578,C107384,Salary,36719.88,6.08,Active
A209579,C107385,Savings,227353.77,5.76,Active
A209580,C107386,Savings,0.0,4.78,Active
A209581,C107387,Savings,13183.9,6.35,Active
A209582,C107388,Savings,39335.04,5.92,Active
A209583,C107388,Savings,144228.77,4.4,Active
A209584,C107389,Current,75805.1,4.16,Active
A209585,C107390,Savings,330427.56,5.11,Active
A209586,C107391,Savings,74575.38,3.85,Dormant
A209587,C107392,Salary,47099.36,2.97,Active
A209588,C107393,Salary,161423.98,2.58,Dormant
A209589,C107393,Current,145423.42,4.17,Dormant
A209590,C107394,Salary,128044.72,4.78,Active
A209591,C107395,Current,27531.72,3.76,Active
A209592,C107396,Savings,74069.65,3.26,Active
A209593,C107397,Savings,151623.48,3.37,Active
A209594,C107397,Salary,189549.39,5.92,Active
A209595,C107398,Savings,87327.99,3.91,Active
A209596,C107399,Savings,150434.79,5.14,Active
A209597,C107400,Savings,553912.39,6.27,Active
A209598,C107400,Salary,419537.83,4.01,Dormant
A209599,C107401,Savings,220454.12,5.76,Active
A209600,C107401,Savings,189892.66,4.4,Dormant
A209601,C107402,Savings,291617.95,4.02,Active
A209602,C107403,Current,164714.21,6.21,Active
A209603,C107404,Savings,18164.21,5.63,Dormant
A209604,C107404,Salary,58287.57,4.47,Active
A209605,C107405,Premium,440314.78,3.39,Dormant
A209606,C107405,Savings,468012.08,5.39,Active
A209607,C107406,Salary,218052.72,5.86,Dormant
A209608,C107406,Savings,163413.46,3.63,Active
A209609,C107407,Salary,131207.38,3.11,Dormant
A209610,C107408,Premium,55875.69,5.4,Active
A209611,C107409,Savings,84235.21,2.7,Active
A209612,C107410,Salary,128111.92,3.48,Active
A209613,C107410,Salary,127926.92,3.76,Active
A209614,C107411,Salary,90772.53,4.1,Dormant
A209615,C107412,Salary,69928.08,6.17,Active
A209616,C107412,Savings,0.0,2.61,Active
A209617,C107413,Salary,46848.32,5.29,Active
A209618,C107414,Savings,183109.77,2.53,Dormant
A209619,C107415,Current,112485.06,2.91,Active
A209620,C107416,Savings,30345.0,4.77,Active
A209621,C107417,Salary,218257.39,5.63,Active
A209622,C107418,Savings,54308.67,5.38,Active
A209623,C107419,Savings,206056.59,5.01,Active
A209624,C107419,Salary,75377.91,4.73,Active
A209625,C107420,Savings,162164.66,5.45,Dormant
A209626,C107421,Savings,208772.36,6.35,Active
A209627,C107422,Savings,48498.45,3.24,Active
A209628,C107422,Savings,159803.21,6.45,Active
A209629,C107423,Savings,144186.72,3.18,Active
A209630,C107424,Salary,266743.82,6.22,Active
A209631,C107425,Savings,308139.48,5.82,Active
A209632,C107426,Salary,146089.98,5.66,Dormant
A209633,C107427,Savings,3044.48,4.08,Active
A209634,C107427,Savings,82452.0,4.31,Active
A209635,C107428,Savings,95224.62,3.31,Active
A209636,C107428,Salary,97930.68,4.44,Active
A209637,C107429,Current,190117.23,6.19,Active
A209638,C107430,Savings,156705.48,4.7,Active
A209639,C107430,Savings,266646.96,3.76,Dormant
A209640,C107431,Savings,64267.61,4.69,Active
A209641,C107432,Savings,251257.92,3.32,Active
A209642,C107433,Current,49154.84,4.7,Dormant
A209643,C107433,Current,134142.69,4.09,Dormant
A209644,C107434,Savings,114348.21,3.46,Active
A209645,C107434,Savings,197040.25,5.34,Active
A209646,C107435,Premium,171206.27,2.66,Active
A209647,C107436,Savings,264227.2,3.18,Active
A209648,C107437,Salary,41362.71,2.58,Active
A209649,C107438,Savings,28356.89,6.43,Active
A209650,C107439,Savings,197721.06,5.52,Dormant
A209651,C107440,Savings,38740.23,4.65,Active
A209652,C107441,Savings,93837.67,4.45,Active
A209653,C107442,Premium,312539.15,6.43,Active
A209654,C107443,Premium,17572.67,3.08,Active
A209655,C107444,Savings,120395.35,2.56,Active
A209656,C107445,Savings,275238.04,5.15,Dormant
A209657,C107446,Savings,292857.04,5.56,Dormant
A209658,C107447,Salary,34736.41,4.69,Dormant
A209659,C107448,Current,355691.7,3.21,Active
A209660,C107448,Savings,162274.56,4.25,Active
A209661,C107449,Savings,176173.89,4.12,Dormant
A209662,C107450,Savings,170752.83,4.35,Dormant
A209663,C107451,Salary,127368.43,5.4,Active
A209664,C107452,Savings,344310.51,5.5,Active
A209665,C107453,Current,172104.51,4.66,Dormant
A209666,C107454,Savings,189702.32,2.52,Dormant
A209667,C107455,Premium,6300.0,3.01,Active
A209668,C107456,Savings,329140.37,3.97,Active
A209669,C107456,Salary,307766.48,3.45,Active
A209670,C107457,Savings,149344.86,6.06,Dormant
A209671,C107457,Savings,145415.42,3.09,Dormant
A209672,C107458,Premium,30085.65,6.0,Active
A209673,C107458,Salary,109527.97,3.58,Active
A209674,C107459,Savings,106184.65,2.7,Active
A209675,C107460,Salary,141597.83,3.77,Active
A209676,C107461,Savings,212952.62,6.31,Active
A209677,C107462,Salary,104049.09,4.49,Active
A209678,C107463,Savings,104613.56,3.71,Dormant
A209679,C107463,Savings,82882.04,3.38,Active
A209680,C107464,Savings,93430.85,6.16,Active
A209681,C107465,Premium,280949.96,5.22,Active
A209682,C107466,Savings,65925.55,3.69,Dormant
A209683,C107467,Savings,144379.73,5.73,Active
A209684,C107468,Savings,144547.82,4.83,Active
A209685,C107469,Savings,78473.81,2.86,Dormant
A209686,C107469,Savings,77367.06,4.14,Active
A209687,C107470,Savings,103230.64,4.39,Active
A209688,C107471,Savings,96059.97,5.8,Active
A209689,C107472,Savings,135161.86,5.33,Active
A209690,C107473,Savings,149280.35,6.47,Active
A209691,C107474,Salary,127961.19,6.28,Dormant
A209692,C107475,Savings,255927.43,4.28,Active
A209693,C107476,Salary,85604.99,5.06,Dormant
A209694,C107476,Savings,169180.81,5.28,Active
A209695,C107477,Savings,35923.49,4.43,Active
A209696,C107478,Salary,99092.65,6.07,Active
A209697,C107479,Salary,98323.04,3.11,Active
A209698,C107480,Savings,57001.31,6.17,Dormant
A209699,C107481,Savings,200654.16,3.5,Active
A209700,C107482,Premium,325805.04,5.17,Active
A209701,C107483,Savings,131370.43,5.87,Active
A209702,C107483,Salary,47073.88,6.26,Active
A209703,C107484,Savings,196358.99,4.95,Active
A209704,C107485,Savings,323105.77,3.85,Active
A209705,C107486,Current,131815.35,3.8,Active
A209706,C107486,Savings,102962.33,3.5,Active
A209707,C107487,Savings,239875.49,4.75,Active
A209708,C107487,Savings,77980.45,4.1,Active
A209709,C107488,Premium,36217.12,4.84,Active
A209710,C107489,Savings,50216.82,6.03,Active
A209711,C107489,Savings,71494.56,4.2,Active
A209712,C107490,Savings,126910.11,6.5,Active
A209713,C107490,Savings,165720.79,6.18,Dormant
A209714,C107491,Savings,178503.24,4.71,Active
A209715,C107492,Savings,169682.1,4.38,Active
A209716,C107493,Savings,87668.11,3.95,Dormant
A209717,C107494,Savings,99978.85,2.61,Active
A209718,C107494,Savings,43240.21,6.39,Active
A209719,C107495,Savings,69610.34,5.08,Active
A209720,C107495,Savings,84431.46,3.32,Active
A209721,C107496,Current,117625.09,5.42,Active
A209722,C107497,Savings,118077.68,6.26,Active
A209723,C107498,Savings,55863.46,4.47,Active
A209724,C107498,Salary,118178.32,3.82,Active
A209725,C107499,Current,52140.51,5.81,Dormant
A209726,C107499,Current,75633.54,4.02,Active
A209727,C107500,Savings,127304.01,3.92,Active
A209728,C107501,Salary,133358.88,4.25,Dormant
A209729,C107501,Salary,55278.77,5.02,Dormant
A209730,C107502,Salary,173678.15,5.43,Active
A209731,C107502,Savings,68885.53,3.7,Active
A209732,C107503,Savings,47109.66,3.43,Active
A209733,C107503,Savings,44043.98,3.61,Active
A209734,C107504,Salary,204403.79,3.08,Active
A209735,C107505,Savings,299287.54,5.04,Active
A209736,C107506,Savings,166612.63,4.78,Dormant
A209737,C107506,Current,115550.07,2.6,Dormant
A209738,C107507,Savings,376066.11,3.45,Active
A209739,C107508,Savings,72621.25,4.23,Active
A209740,C107508,Salary,45462.24,5.4,Active
A209741,C107509,Savings,375534.92,3.4,Dormant
A209742,C107510,Current,168118.32,3.55,Active
A209743,C107510,Savings,99296.94,5.7,Active
A209744,C107511,Current,212298.05,4.51,Active
A209745,C107511,Salary,480216.51,4.5,Active
A209746,C107512,Current,95458.04,5.77,Active
A209747,C107513,Savings,243372.0,5.24,Active
A209748,C107514,Savings,202875.17,5.9,Active
A209749,C107515,Premium,61126.51,5.23,Dormant
A209750,C107516,Savings,357158.45,5.57,Active
A209751,C107517,Savings,127741.84,5.7,Active
A209752,C107518,Salary,168308.18,6.24,Active
A209753,C107519,Savings,91138.19,2.74,Dormant
A209754,C107519,Savings,327767.07,3.29,Active
A209755,C107520,Salary,262406.02,3.54,Active
A209756,C107520,Savings,92504.22,3.47,Active
A209757,C107521,Savings,102709.9,3.71,Active
A209758,C107522,Savings,55248.01,5.82,Active
A209759,C107523,Current,4951.05,5.67,Active
A209760,C107524,Savings,339609.61,5.83,Active
A209761,C107524,Savings,48469.86,4.48,Active
A209762,C107525,Savings,233361.98,4.04,Active
A209763,C107526,Savings,270193.54,4.74,Active
A209764,C107527,Salary,53708.24,6.26,Dormant
A209765,C107527,Savings,103018.46,4.83,Dormant
A209766,C107528,Savings,200817.82,5.29,Active
A209767,C107528,Premium,78292.42,5.38,Dormant
A209768,C107529,Savings,88895.17,4.73,Active
A209769,C107530,Savings,112412.13,4.75,Dormant
